"","c.zips8..zips9..zips10..zips11."
"3036","12437"
"3037","12057"
"3038","12359"
"3039","12043"
"3040","12043"
"3041","12355"
"3042","10437"
"3043","10437"
"3044","10559"
"3045","10559"
"3046","13435"
"3047","13407"
"3048","13187"
"3049","13156"
"3050","13156"
"3051","13156"
"3052","13156"
"3053","13156"
"3054","13156"
"3055","13159"
"3056","13159"
"3057","13159"
"3058","13159"
"3059","13159"
"3060","16552"
"3061","16552"
"3062","16552"
"3063","16552"
"3064","13159"
"3065","13159"
"3066","13159"
"3067","13159"
"3068","13159"
"3069","13159"
"3070","13156"
"3071","10315"
"3072","13156"
"3073","13156"
"3074","13156"
"3075","13187"
"3076","12683"
"3077","13159"
"3078","13159"
"3079","12526"
"3080","13159"
"3081","13159"
"3082","13159"
"3083","10115"
"3084","13159"
"3085","13159"
"3086","16552"
"3087","12589"
"3088","10365"
"3089","10317"
"3090","10315"
"3091","10319"
"3092","10319"
"3093","10315"
"3094","10319"
"3095","12683"
"3096","12683"
"3097","12683"
"3098","12683"
"3099","12683"
"3100","12683"
"3101","12621"
"3102","13125"
"3103","12683"
"3104","12621"
"3105","12623"
"3106","12623"
"3107","12623"
"3108","12623"
"3109","12623"
"3110","12623"
"3111","12623"
"3112","12623"
"3113","12623"
"3114","12623"
"3115","12623"
"3116","12623"
"3117","12623"
"3118","12623"
"3119","12623"
"3120","12623"
"3121","12623"
"3122","13127"
"3123","12623"
"3124","12623"
"3125","12623"
"3126","12623"
"3127","12623"
"3128","12621"
"3129","12683"
"3130","12683"
"3131","12621"
"3132","12683"
"3133","12683"
"3134","12683"
"3135","12683"
"3136","12683"
"3137","12683"
"3138","10319"
"3139","10179"
"3140","10319"
"3141","10319"
"3142","10319"
"3143","10997"
"3144","10365"
"3145","10365"
"3146","10319"
"3147","10365"
"3148","12683"
"3149","10317"
"3150","10365"
"3151","10243"
"3152","10243"
"3153","10557"
"3154","10243"
"3155","10405"
"3156","10405"
"3157","15566"
"3158","10119"
"3159","10119"
"3160","10119"
"3161","10117"
"3162","12679"
"3163","10557"
"3164","10117"
"3165","10119"
"3166","10119"
"3167","10119"
"3168","10405"
"3169","10405"
"3170","10243"
"3171","10179"
"3172","10963"
"3173","10243"
"3174","10557"
"3175","10963"
"3176","10179"
"3177","10999"
"3178","10179"
"3179","10115"
"3180","10179"
"3181","10179"
"3182","10179"
"3183","10997"
"3184","10243"
"3185","10243"
"3186","16552"
"3187","10243"
"3188","10243"
"3189","10243"
"3190","12527"
"3191","10179"
"3192","10179"
"3193","10179"
"3194","10969"
"3195","10179"
"3196","10179"
"3197","10179"
"3198","10963"
"3199","10963"
"3200","12529"
"3201","12683"
"3202","12683"
"3203","12435"
"3204","12435"
"3205","12435"
"3206","12435"
"3207","12435"
"3208","12435"
"3209","10245"
"3210","10997"
"3211","10247"
"3212","12437"
"3213","14482"
"3214","13125"
"3215","10247"
"3216","10997"
"3217","10179"
"3218","12435"
"3219","12435"
"3220","12435"
"3221","12435"
"3222","12435"
"3223","13187"
"3224","13156"
"3225","13125"
"3226","13125"
"3227","10119"
"3228","13156"
"3229","10119"
"3230","10179"
"3231","10179"
"3232","10999"
"3233","10999"
"3234","10179"
"3235","13156"
"3236","10117"
"3237","10557"
"3238","10999"
"3239","10557"
"3240","10117"
"3241","13156"
"3242","10179"
"3243","13156"
"3244","10247"
"3245","10247"
"3246","10999"
"3247","10179"
"3248","12435"
"3249","12435"
"3250","10119"
"3251","12524"
"3252","10249"
"3253","10249"
"3254","10179"
"3255","10179"
"3256","13187"
"3257","13187"
"3258","13156"
"3259","13156"
"3260","10243"
"3261","13156"
"3262","13156"
"3263","13156"
"3264","13156"
"3265","13156"
"3266","13187"
"3267","13125"
"3268","10315"
"3269","13127"
"3270","13127"
"3271","10179"
"3272","10179"
"3273","13591"
"3274","12487"
"3275","13127"
"3276","13125"
"3277","13125"
"3278","13125"
"3279","13125"
"3280","13125"
"3281","13125"
"3282","13125"
"3283","13125"
"3284","13125"
"3285","12679"
"3286","10119"
"3287","10119"
"3288","13051"
"3289","13051"
"3290","13051"
"3291","13053"
"3292","13053"
"3293","12679"
"3294","12679"
"3295","12679"
"3296","12679"
"3297","12679"
"3298","12679"
"3299","12679"
"3300","12685"
"3301","12685"
"3302","16356"
"3303","16356"
"3304","16356"
"3305","16356"
"3306","10115"
"3307","12621"
"3308","12627"
"3309","12627"
"3310","12627"
"3311","12627"
"3312","12627"
"3313","12627"
"3314","12627"
"3315","12627"
"3316","12623"
"3317","12623"
"3318","12623"
"3319","12623"
"3320","12623"
"3321","12623"
"3322","12623"
"3323","10365"
"3324","12623"
"3325","12623"
"3326","12627"
"3327","12627"
"3328","12627"
"3329","12627"
"3330","12627"
"3331","13127"
"3332","12623"
"3333","16356"
"3334","12683"
"3335","16356"
"3336","16356"
"3337","16356"
"3338","13051"
"3339","12685"
"3340","12679"
"3341","12679"
"3342","12679"
"3343","12679"
"3344","12679"
"3345","12679"
"3346","13053"
"3347","13053"
"3348","12489"
"3349","13051"
"3350","13088"
"3351","13088"
"3352","13088"
"3353","13088"
"3354","13089"
"3355","13089"
"3356","13089"
"3357","13089"
"3358","13089"
"3359","13089"
"3360","10179"
"3361","13089"
"3362","13089"
"3363","13187"
"3364","13187"
"3365","13156"
"3366","13156"
"3367","13158"
"3368","13158"
"3369","13158"
"3370","13158"
"3371","10179"
"3372","13158"
"3373","13407"
"3374","13158"
"3375","13158"
"3376","13158"
"3377","13055"
"3378","13158"
"3379","13158"
"3380","13158"
"3381","13158"
"3382","13158"
"3383","13158"
"3384","13158"
"3385","13156"
"3386","13156"
"3387","13187"
"3388","13187"
"3389","13189"
"3390","13089"
"3391","13089"
"3392","12555"
"3393","13089"
"3394","13089"
"3395","13089"
"3396","13089"
"3397","13089"
"3398","13089"
"3399","13088"
"3400","13088"
"3401","13088"
"3402","10179"
"3403","10247"
"3404","10247"
"3405","10247"
"3406","10365"
"3407","10437"
"3408","10437"
"3409","13088"
"3410","13088"
"3411","13088"
"3412","10249"
"3413","10557"
"3414","10409"
"3415","10409"
"3416","10409"
"3417","10409"
"3418","10409"
"3419","10437"
"3420","10437"
"3421","10437"
"3422","10437"
"3423","10437"
"3424","13086"
"3425","13086"
"3426","13086"
"3427","13089"
"3428","13089"
"3429","10557"
"3430","13088"
"3431","13088"
"3432","13055"
"3433","13125"
"3434","13125"
"3435","10557"
"3436","13089"
"3437","13089"
"3438","13086"
"3439","13086"
"3440","13086"
"3441","12621"
"3442","10437"
"3443","10437"
"3444","10437"
"3445","10437"
"3446","10437"
"3447","10409"
"3448","10409"
"3449","10409"
"3450","10409"
"3451","10409"
"3452","10249"
"3453","13158"
"3454","13055"
"3455","13055"
"3456","13158"
"3457","13156"
"3458","10365"
"3459","10247"
"3460","10247"
"3461","12524"
"3462","10409"
"3463","10409"
"3464","10409"
"3465","10409"
"3466","10405"
"3467","10405"
"3468","10405"
"3469","10119"
"3470","10119"
"3471","10115"
"3472","10557"
"3473","13347"
"3474","13347"
"3475","13347"
"3476","13347"
"3477","10557"
"3478","10115"
"3479","10405"
"3480","10405"
"3481","10405"
"3482","10409"
"3483","10409"
"3484","10437"
"3485","13189"
"3486","13189"
"3487","13089"
"3488","13089"
"3489","13089"
"3490","13189"
"3491","13189"
"3492","13129"
"3493","13129"
"3494","13129"
"3495","13129"
"3496","13129"
"3497","13125"
"3498","13125"
"3499","13125"
"3500","13125"
"3501","13125"
"3502","13125"
"3503","13125"
"3504","13125"
"3505","13125"
"3506","13127"
"3507","13125"
"3508","13125"
"3509","13125"
"3510","12555"
"3511","13129"
"3512","13129"
"3513","13129"
"3514","13129"
"3515","13129"
"3516","13129"
"3517","13189"
"3518","13189"
"3519","13089"
"3520","13089"
"3521","13089"
"3522","13189"
"3523","13189"
"3524","12679"
"3525","12526"
"3526","12529"
"3527","12559"
"3528","13051"
"3529","13051"
"3530","13051"
"3531","13088"
"3532","13088"
"3533","13088"
"3534","13088"
"3535","13156"
"3536","12619"
"3537","10245"
"3538","13059"
"3539","13059"
"3540","12681"
"3541","12689"
"3542","12689"
"3543","12689"
"3544","16356"
"3545","16356"
"3546","12689"
"3547","12689"
"3548","16356"
"3549","16341"
"3550","13125"
"3551","13158"
"3552","13125"
"3553","13125"
"3554","16356"
"3555","16356"
"3556","13158"
"3557","12689"
"3558","12689"
"3559","16356"
"3560","16356"
"3561","12689"
"3562","12689"
"3563","12689"
"3564","12681"
"3565","13059"
"3566","13059"
"3567","13051"
"3568","12555"
"3569","12487"
"3570","12487"
"3571","10249"
"3572","13156"
"3573","13156"
"3574","13088"
"3575","13088"
"3576","13088"
"3577","13088"
"3578","13051"
"3579","13051"
"3580","13051"
"3581","12555"
"3582","12555"
"3583","12437"
"3584","12357"
"3585","12487"
"3586","13051"
"3587","12489"
"3588","12621"
"3589","12619"
"3590","12555"
"3591","13127"
"3592","12587"
"3593","13127"
"3594","10437"
"3595","12555"
"3596","12489"
"3597","12559"
"3598","12489"
"3599","12489"
"3600","12437"
"3601","12437"
"3602","13156"
"3603","13187"
"3604","13156"
"3605","13156"
"3606","12524"
"3607","12524"
"3608","12437"
"3609","12683"
"3610","12683"
"3611","10243"
"3612","10243"
"3613","12524"
"3614","12524"
"3615","12524"
"3616","12524"
"3617","13125"
"3618","13156"
"3619","12526"
"3620","10997"
"3621","12559"
"3622","12487"
"3623","12529"
"3624","13158"
"3625","12524"
"3626","13127"
"3627","13127"
"3628","12524"
"3629","12524"
"3630","12524"
"3631","12524"
"3632","12529"
"3633","12529"
"3634","12524"
"3635","13127"
"3636","12524"
"3637","12524"
"3638","12627"
"3639","13187"
"3640","13156"
"3641","10179"
"3642","10319"
"3643","12489"
"3644","12489"
"3645","12679"
"3646","12489"
"3647","12587"
"3648","13089"
"3649","13088"
"3650","12555"
"3651","12487"
"3652","12487"
"3653","12487"
"3654","12487"
"3655","12487"
"3656","12487"
"3657","12487"
"3658","12487"
"3659","12487"
"3660","12487"
"3661","12357"
"3662","12357"
"3663","12357"
"3664","10557"
"3665","12439"
"3666","12439"
"3667","12487"
"3668","12487"
"3669","12487"
"3670","12487"
"3671","12487"
"3672","12487"
"3673","12487"
"3674","15566"
"3675","15566"
"3676","15566"
"3677","15566"
"3678","15566"
"3679","15566"
"3680","12589"
"3681","12589"
"3682","12589"
"3683","12589"
"3684","12589"
"3685","12589"
"3686","12589"
"3687","12589"
"3688","12589"
"3689","12589"
"3690","12589"
"3691","12589"
"3692","12589"
"3693","12589"
"3694","12489"
"3695","12589"
"3696","12589"
"3697","12589"
"3698","12589"
"3699","12589"
"3700","12589"
"3701","12589"
"3702","12589"
"3703","12589"
"3704","12589"
"3705","12589"
"3706","12589"
"3707","12589"
"3708","15566"
"3709","15566"
"3710","15566"
"3711","15566"
"3712","15566"
"3713","15566"
"3714","12487"
"3715","13127"
"3716","12435"
"3717","12435"
"3718","12435"
"3719","12435"
"3720","12437"
"3721","12437"
"3722","12435"
"3723","12435"
"3724","12435"
"3725","12435"
"3726","12435"
"3727","12489"
"3728","12437"
"3729","12437"
"3730","12437"
"3731","12437"
"3732","12437"
"3733","12437"
"3734","12487"
"3735","12439"
"3736","12439"
"3737","13591"
"3738","13591"
"3739","14624"
"3740","14624"
"3741","13591"
"3742","13591"
"3743","12439"
"3744","12439"
"3745","12439"
"3746","10963"
"3747","12487"
"3748","12437"
"3749","12437"
"3750","12437"
"3751","12437"
"3752","12437"
"3753","12437"
"3754","12437"
"3755","12487"
"3756","12487"
"3757","12487"
"3758","12435"
"3759","12437"
"3760","12437"
"3761","12437"
"3762","12437"
"3763","12437"
"3764","12487"
"3765","12487"
"3766","12487"
"3767","12487"
"3768","12437"
"3769","12437"
"3770","12437"
"3771","12437"
"3772","12437"
"3773","12435"
"3774","12621"
"3775","12621"
"3776","12621"
"3777","12489"
"3778","12621"
"3779","12621"
"3780","12621"
"3781","12683"
"3782","12683"
"3783","12621"
"3784","12683"
"3785","12555"
"3786","12555"
"3787","12555"
"3788","12555"
"3789","12555"
"3790","12555"
"3791","12555"
"3792","12555"
"3793","12555"
"3794","12559"
"3795","12559"
"3796","12559"
"3797","12559"
"3798","12559"
"3799","12559"
"3800","12559"
"3801","12559"
"3802","12559"
"3803","12559"
"3804","12559"
"3805","10963"
"3806","12555"
"3807","12555"
"3808","12555"
"3809","12555"
"3810","12489"
"3811","12555"
"3812","12555"
"3813","12555"
"3814","12683"
"3815","12621"
"3816","12683"
"3817","12683"
"3818","12621"
"3819","12621"
"3820","12621"
"3821","12621"
"3822","12555"
"3823","12555"
"3824","12555"
"3825","12555"
"3826","12555"
"3827","12555"
"3828","12559"
"3829","12559"
"3830","12557"
"3831","12559"
"3832","12559"
"3833","12559"
"3834","12559"
"3835","12559"
"3836","12559"
"3837","12559"
"3838","12559"
"3839","15537"
"3840","12559"
"3841","12559"
"3842","12559"
"3843","12589"
"3844","12559"
"3845","12559"
"3846","12559"
"3847","12559"
"3848","12559"
"3849","12559"
"3850","12559"
"3851","12559"
"3852","12559"
"3853","12557"
"3854","12559"
"3855","13187"
"3856","12559"
"3857","12555"
"3858","12357"
"3859","13159"
"3860","12681"
"3861","12685"
"3862","12683"
"3863","12683"
"3864","12683"
"3865","12683"
"3866","12683"
"3867","12683"
"3868","12683"
"3869","12683"
"3870","12683"
"3871","12683"
"3872","12555"
"3873","12489"
"3874","12555"
"3875","12683"
"3876","12683"
"3877","12683"
"3878","12683"
"3879","12683"
"3880","12683"
"3881","12683"
"3882","12683"
"3883","12683"
"3884","12683"
"3885","12683"
"3886","12685"
"3887","12527"
"3888","12681"
"3889","12681"
"3890","12627"
"3891","12679"
"3892","12679"
"3893","12679"
"3894","12621"
"3895","10317"
"3896","10365"
"3897","10365"
"3898","12681"
"3899","10315"
"3900","12681"
"3901","12683"
"3902","12683"
"3903","12683"
"3904","12683"
"3905","12683"
"3906","12683"
"3907","12683"
"3908","12685"
"3909","12685"
"3910","12685"
"3911","13053"
"3912","13053"
"3913","13053"
"3914","13055"
"3915","13055"
"3916","13051"
"3917","10315"
"3918","10315"
"3919","13055"
"3920","13055"
"3921","13053"
"3922","13053"
"3923","13053"
"3924","12685"
"3925","12685"
"3926","12685"
"3927","13051"
"3928","12683"
"3929","12683"
"3930","12683"
"3931","12683"
"3932","12681"
"3933","10315"
"3934","12681"
"3935","12623"
"3936","12623"
"3937","12623"
"3938","12681"
"3939","10365"
"3940","10365"
"3941","10365"
"3942","12559"
"3943","12589"
"3944","10315"
"3945","12487"
"3946","12526"
"3947","12526"
"3948","12524"
"3949","12524"
"3950","12524"
"3951","10365"
"3952","13125"
"3953","12529"
"3954","10999"
"3955","10999"
"3956","10557"
"3957","13088"
"3958","10243"
"3959","12526"
"3960","12524"
"3961","12524"
"3962","12524"
"3963","12526"
"3964","12526"
"3965","12526"
"3966","12621"
"3967","12526"
"3968","12526"
"3969","12526"
"3970","12526"
"3971","12526"
"3972","12526"
"3973","12526"
"3974","12526"
"3975","12529"
"3976","12529"
"3977","12529"
"3978","12529"
"3979","12621"
"3980","12621"
"3981","10963"
"3982","10117"
"3983","12621"
"3984","13158"
"3985","12524"
"3986","12526"
"3987","13158"
"3988","13158"
"3989","12524"
"3990","10999"
"3991","13158"
"3992","12529"
"3993","12529"
"3994","12529"
"3995","12526"
"3996","12526"
"3997","12526"
"3998","12526"
"3999","12526"
"4000","12526"
"4001","12526"
"4002","13158"
"4003","10557"
"4004","12435"
"4005","12435"
"4006","12357"
"4007","12689"
"4008","12689"
"4009","12689"
"4010","12679"
"4011","12681"
"4012","12687"
"4013","12685"
"4014","13591"
"4015","12683"
"4016","12683"
"4017","12683"
"4018","12683"
"4019","12619"
"4020","12621"
"4021","12621"
"4022","12621"
"4023","12619"
"4024","12683"
"4025","12683"
"4026","12683"
"4027","12685"
"4028","12685"
"4029","12687"
"4030","12681"
"4031","12679"
"4032","12689"
"4033","12689"
"4034","12689"
"4035","12357"
"4036","10317"
"4037","10317"
"4038","10317"
"4039","10319"
"4040","10319"
"4041","10319"
"4042","10319"
"4043","12681"
"4044","12681"
"4045","12681"
"4046","12681"
"4047","12681"
"4048","12679"
"4049","12679"
"4050","12679"
"4051","10117"
"4052","12679"
"4053","12679"
"4054","12679"
"4055","12681"
"4056","12681"
"4057","12681"
"4058","12681"
"4059","12681"
"4060","10319"
"4061","10319"
"4062","10319"
"4063","10319"
"4064","12681"
"4065","12685"
"4066","12685"
"4067","12685"
"4068","12627"
"4069","12627"
"4070","12627"
"4071","12627"
"4072","12619"
"4073","12619"
"4074","10117"
"4075","10117"
"4076","12623"
"4077","12623"
"4078","12623"
"4079","12623"
"4080","12623"
"4081","12623"
"4082","12623"
"4083","12623"
"4084","12487"
"4085","12487"
"4086","12555"
"4087","15366"
"4088","12627"
"4089","12627"
"4090","12627"
"4091","12435"
"4092","12627"
"4093","12627"
"4094","12627"
"4095","12627"
"4096","16356"
"4097","16356"
"4098","12689"
"4099","12689"
"4100","16356"
"4101","12689"
"4102","12689"
"4103","12689"
"4104","12689"
"4105","12689"
"4106","16356"
"4107","12689"
"4108","16356"
"4109","16356"
"4110","12627"
"4111","12627"
"4112","12623"
"4113","12627"
"4114","12627"
"4115","10315"
"4116","12627"
"4117","15366"
"4118","15366"
"4119","15366"
"4120","12623"
"4121","12623"
"4122","12623"
"4123","12623"
"4124","12623"
"4125","12623"
"4126","12623"
"4127","12623"
"4128","10117"
"4129","12623"
"4130","13125"
"4131","13125"
"4132","12619"
"4133","12619"
"4134","12627"
"4135","12627"
"4136","12685"
"4137","12685"
"4138","12685"
"4139","13591"
"4140","12627"
"4141","10319"
"4142","10319"
"4143","10319"
"4144","10319"
"4145","13591"
"4146","12524"
"4147","12487"
"4148","12683"
"4149","13187"
"4150","16356"
"4151","16356"
"4152","16356"
"4153","16356"
"4154","10318"
"4155","10318"
"4156","10319"
"4157","10319"
"4158","12683"
"4159","12621"
"4160","12621"
"4161","12555"
"4162","12621"
"4163","12621"
"4164","12623"
"4165","12627"
"4166","10963"
"4167","12683"
"4168","12589"
"4169","12589"
"4170","12589"
"4171","12589"
"4172","15537"
"4173","15537"
"4174","15537"
"4175","12623"
"4176","12621"
"4177","12555"
"4178","12621"
"4179","12621"
"4180","12683"
"4181","12685"
"4182","12621"
"4183","12623"
"4184","12623"
"4185","13407"
"4186","12623"
"4187","12619"
"4188","12619"
"4189","12619"
"4190","12619"
"4191","12619"
"4192","12619"
"4193","10365"
"4194","10319"
"4195","10319"
"4196","10319"
"4197","10319"
"4198","10179"
"4199","10179"
"4200","12435"
"4201","10243"
"4202","10247"
"4203","10243"
"4204","10245"
"4205","10245"
"4206","10245"
"4207","10999"
"4208","10999"
"4209","10245"
"4210","10317"
"4211","10319"
"4212","10319"
"4213","10365"
"4214","10365"
"4215","10365"
"4216","10365"
"4217","10365"
"4218","10365"
"4219","10365"
"4220","10365"
"4221","12489"
"4222","12489"
"4223","10247"
"4224","12489"
"4225","12489"
"4226","10315"
"4227","10315"
"4228","13359"
"4229","13187"
"4230","16356"
"4231","16356"
"4232","16356"
"4233","16356"
"4234","13189"
"4235","13189"
"4236","12683"
"4237","12681"
"4238","13086"
"4239","12487"
"4240","12435"
"4241","12435"
"4242","12489"
"4243","12489"
"4244","12489"
"4245","12439"
"4246","12489"
"4247","10319"
"4248","10318"
"4249","12489"
"4250","12489"
"4251","10247"
"4252","12435"
"4253","12437"
"4254","12437"
"4255","12437"
"4256","10999"
"4257","12437"
"4258","12487"
"4259","12487"
"4260","12487"
"4261","12487"
"4262","12487"
"4263","12487"
"4264","12487"
"4265","12487"
"4266","12487"
"4267","12487"
"4268","12487"
"4269","12487"
"4270","12487"
"4271","12437"
"4272","12437"
"4273","12437"
"4274","12437"
"4275","12437"
"4276","12437"
"4277","13591"
"4278","10963"
"4279","13591"
"4280","13089"
"4281","12489"
"4282","12489"
"4283","13156"
"4284","12679"
"4285","10365"
"4286","10249"
"4287","13591"
"4288","13089"
"4289","13089"
"4290","13125"
"4291","13125"
"4292","10245"
"4293","13125"
"4294","13127"
"4295","13591"
"4296","13127"
"4297","13127"
"4298","13127"
"4299","12527"
"4300","13127"
"4301","13127"
"4302","13125"
"4303","13088"
"4304","13088"
"4305","13086"
"4306","13086"
"4307","13086"
"4308","13086"
"4309","12435"
"4310","12627"
"4311","12524"
"4312","12524"
"4313","10365"
"4314","10365"
"4315","10365"
"4316","10365"
"4317","10365"
"4318","10365"
"4319","10319"
"4320","10319"
"4321","10319"
"4322","10317"
"4323","10317"
"4324","10245"
"4325","10245"
"4326","10245"
"4327","10245"
"4328","10243"
"4329","10247"
"4330","12529"
"4331","13086"
"4332","13089"
"4333","13089"
"4334","13407"
"4335","13089"
"4336","13089"
"4337","13086"
"4338","13086"
"4339","13086"
"4340","13086"
"4341","13086"
"4342","13086"
"4343","13088"
"4344","13088"
"4345","13088"
"4346","13088"
"4347","10999"
"4348","12683"
"4349","13591"
"4350","13591"
"4351","10179"
"4352","12529"
"4353","13591"
"4354","10119"
"4355","12437"
"4356","14513"
"4357","10179"
"4358","10179"
"4359","10179"
"4360","13125"
"4361","14513"
"4362","13088"
"4363","13088"
"4364","13088"
"4365","13088"
"4366","13086"
"4367","10409"
"4368","14513"
"4369","14513"
"4370","12529"
"4371","10245"
"4372","14513"
"4373","12437"
"4374","13591"
"4375","13088"
"4376","13088"
"4377","16341"
"4378","16341"
"4379","13059"
"4380","13051"
"4381","13051"
"4382","13051"
"4383","13051"
"4384","13059"
"4385","13059"
"4386","13059"
"4387","13059"
"4388","13059"
"4389","13059"
"4390","13059"
"4391","13059"
"4392","13059"
"4393","13051"
"4394","13051"
"4395","13051"
"4396","13051"
"4397","13059"
"4398","16341"
"4399","12487"
"4400","12357"
"4401","12487"
"4402","12357"
"4403","12489"
"4404","10365"
"4405","10245"
"4406","12524"
"4407","12524"
"4408","14612"
"4409","12524"
"4410","12529"
"4411","12529"
"4412","13125"
"4413","12529"
"4414","12524"
"4415","13089"
"4416","13591"
"4417","10179"
"4418","12524"
"4419","12435"
"4420","12524"
"4421","12489"
"4422","12489"
"4423","12357"
"4424","12487"
"4425","12683"
"4426","12435"
"4427","12435"
"4428","12587"
"4429","12587"
"4430","12559"
"4431","12559"
"4432","12559"
"4433","12559"
"4434","12559"
"4435","12587"
"4436","12587"
"4437","10119"
"4438","12683"
"4439","12679"
"4440","12685"
"4441","12685"
"4442","12679"
"4443","15566"
"4444","13158"
"4445","13158"
"4446","10119"
"4447","10119"
"4448","10119"
"4449","13053"
"4450","13053"
"4451","13053"
"4452","12524"
"4453","13053"
"4454","13053"
"4455","10119"
"4456","10119"
"4457","10119"
"4458","10119"
"4459","10119"
"4460","10317"
"4461","10318"
"4462","10318"
"4463","12524"
"4464","12529"
"4465","13189"
"4466","10319"
"4467","10319"
"4468","13125"
"4469","16341"
"4470","16341"
"4471","16341"
"4472","10318"
"4473","10318"
"4474","10318"
"4475","13156"
"4476","12623"
"4477","12627"
"4478","10319"
"4479","10319"
"4480","10319"
"4481","13055"
"4482","12681"
"4483","10319"
"4484","10999"
"4485","12623"
"4486","12623"
"4487","12623"
"4488","12623"
"4489","10365"
"4490","12685"
"4491","12524"
"4492","12685"
"4493","12524"
"4494","10318"
"4495","12685"
"4496","12524"
"4497","10179"
"4498","12439"
"4499","12555"
"4500","12555"
"4501","13156"
"4502","13059"
"4503","13053"
"4504","13053"
"4505","12559"
"4506","10437"
"4507","10319"
"4508","13053"
"4509","13053"
"4510","12555"
"4511","12555"
"4512","12489"
"4513","12524"
"4514","12489"
"4515","10318"
"4516","12524"
"4517","12526"
"4518","12526"
"4519","12524"
"4520","12524"
"4521","12524"
"4522","12489"
"4523","13125"
"4524","13125"
"4525","13156"
"4526","13156"
"4527","13156"
"4528","13156"
"4529","12437"
"4530","12437"
"4531","10243"
"4532","10243"
"4533","10997"
"4534","10317"
"4535","10319"
"4536","10318"
"4537","10318"
"4538","10318"
"4539","10318"
"4540","10317"
"4541","10319"
"4542","10319"
"4543","10365"
"4544","12527"
"4545","12527"
"4546","12527"
"4547","12527"
"4548","12527"
"4549","12527"
"4550","12527"
"4551","13129"
"4552","13127"
"4553","12459"
"4554","13129"
"4555","13129"
"4556","12683"
"4557","12587"
"4558","12559"
"4559","12587"
"4560","10179"
"4561","12623"
"4562","10997"
"4563","10997"
"4564","13591"
"4565","12623"
"4566","13189"
"4567","12489"
"4568","13158"
"4569","13127"
"4570","13127"
"4571","13187"
"4572","13189"
"4573","10318"
"4574","10318"
"4575","10318"
"4576","12489"
"4577","13127"
"4578","13156"
"4579","12623"
"4580","12623"
"4581","10365"
"4582","10365"
"4583","12487"
"4584","12459"
"4585","10179"
"4586","10405"
"4587","13591"
"4588","13189"
"4589","13059"
"4590","13158"
"4591","13187"
"4592","12439"
"4593","12439"
"4594","10365"
"4595","10247"
"4596","13088"
"4597","13088"
"4598","10178"
"4599","10249"
"4600","10247"
"4601","10247"
"4602","13591"
"4603","10119"
"4604","10247"
"4605","10249"
"4606","10249"
"4607","10243"
"4608","10178"
"4609","10405"
"4610","13189"
"4611","10243"
"4612","10249"
"4613","13053"
"4614","13053"
"4615","10365"
"4616","13053"
"4617","13053"
"4618","10365"
"4619","13053"
"4620","13088"
"4621","10365"
"4622","10367"
"4623","13055"
"4624","13055"
"4625","13055"
"4626","13055"
"4627","13088"
"4628","12623"
"4629","12623"
"4630","12623"
"4631","12623"
"4632","12623"
"4633","12623"
"4634","12623"
"4635","12623"
"4636","12623"
"4637","12623"
"4638","12623"
"4639","12623"
"4640","12623"
"4641","12623"
"4642","13088"
"4643","13055"
"4644","13055"
"4645","13055"
"4646","13055"
"4647","10367"
"4648","10365"
"4649","13156"
"4650","13158"
"4651","13158"
"4652","13158"
"4653","13158"
"4654","13158"
"4655","13158"
"4656","13156"
"4657","12555"
"4658","13187"
"4659","13127"
"4660","12487"
"4661","10119"
"4662","12439"
"4663","12439"
"4664","12439"
"4665","12439"
"4666","12487"
"4667","14612"
"4668","10963"
"4669","12439"
"4670","14612"
"4671","12559"
"4672","13187"
"4673","13189"
"4674","10318"
"4675","10409"
"4676","10249"
"4677","10437"
"4678","12435"
"4679","13189"
"4680","12683"
"4681","10997"
"4682","12437"
"4683","12437"
"4684","10997"
"4685","13158"
"4686","10963"
"4687","10997"
"4688","10179"
"4689","10997"
"4690","12524"
"4691","12621"
"4692","10963"
"4693","12627"
"4694","10119"
"4695","13053"
"4696","13053"
"4697","13053"
"4698","13053"
"4699","10999"
"4700","13051"
"4701","13051"
"4702","13051"
"4703","13051"
"4704","13051"
"4705","13051"
"4706","13051"
"4707","12689"
"4708","10963"
"4709","12619"
"4710","10997"
"4711","10997"
"4712","12435"
"4713","13127"
"4714","12487"
"4715","12529"
"4716","13158"
"4717","10963"
"4718","12487"
"4719","13156"
"4720","13187"
"4721","13187"
"4722","13127"
"4723","12559"
"4724","10317"
"4725","12437"
"4726","10997"
"4727","10243"
"4728","10243"
"4729","10249"
"4730","10365"
"4731","10997"
"4732","12489"
"4733","12557"
"4734","12489"
"4735","12489"
"4736","12489"
"4737","12489"
"4738","12524"
"4739","12524"
"4740","10997"
"4741","12489"
"4742","12685"
"4743","12524"
"4744","12524"
"4745","12489"
"4746","12557"
"4747","12489"
"4748","10997"
"4749","10997"
"4750","13591"
"4751","10997"
"4752","12437"
"4753","12623"
"4754","12623"
"4755","12619"
"4756","10997"
"4757","13158"
"4758","13158"
"4759","12437"
"4760","12489"
"4761","12489"
"4762","12524"
"4763","12623"
"4764","12529"
"4765","12623"
"4766","12489"
"4767","12489"
"4768","13089"
"4769","13089"
"4770","12527"
"4771","12524"
"4772","12529"
"4773","12529"
"4774","10365"
"4775","10365"
"4776","13089"
"4777","13189"
"4778","12526"
"4779","12555"
"4780","12557"
"4781","12557"
"4782","12489"
